user_id,home_country,avg_txn_amount,preferred_channel,account_age_days
U100224,IN,94.59,WIRE_TRANSFER,1637
U100225,NG,40.35,CARD_NOT_PRESENT,1757
U100226,IN,152.3,CARD_PRESENT,1563
U100227,US,64.36,UPI_WALLET,1482
U100228,US,112.59,CARD_PRESENT,154
U100229,IN,68.26,WIRE_TRANSFER,1033
U100230,IN,13.53,UPI_WALLET,217
U100231,IN,119.69,CARD_NOT_PRESENT,841
U100232,RU,80.84,CARD_PRESENT,1799
U100233,US,25.09,CARD_PRESENT,2010
U100234,NG,36.72,CARD_NOT_PRESENT,559
U100235,AE,155.16,CARD_NOT_PRESENT,1636
U100236,IN,26.07,UPI_WALLET,566
U100237,AE,63.17,CARD_NOT_PRESENT,502
U100238,IN,274.27,CARD_NOT_PRESENT,2400
U100239,IN,121.7,CARD_PRESENT,1525
U100240,AE,141.69,CARD_NOT_PRESENT,494
U100241,AE,72.76,CARD_PRESENT,353
U100242,IN,23.38,UPI_WALLET,124
U100243,IN,100.72,CARD_NOT_PRESENT,1242
U100244,US,38.71,UPI_WALLET,253
U100245,SG,35.9,CARD_NOT_PRESENT,1459
U100246,US,93.12,CARD_PRESENT,1084
U100247,IN,40.81,UPI_WALLET,1589
U100248,IN,86.05,UPI_WALLET,519
U100249,IN,53.51,UPI_WALLET,364
U100250,US,84.04,CARD_NOT_PRESENT,252
U100251,SG,60.3,UPI_WALLET,239
U100252,IN,85.64,CARD_PRESENT,181
U100253,IN,210.97,CARD_NOT_PRESENT,647
U100254,IN,143.76,UPI_WALLET,2001
U100255,GB,79.27,CARD_PRESENT,1517
U100256,AE,190.21,UPI_WALLET,626
U100257,IN,113.65,CARD_NOT_PRESENT,2329
U100258,IN,182.04,CARD_PRESENT,1902
U100259,US,28.4,CARD_PRESENT,1948
U100260,IN,41.16,UPI_WALLET,2246
U100261,AE,99.93,UPI_WALLET,1864
U100262,IN,77.92,CARD_PRESENT,2392
U100263,IN,85.77,CARD_PRESENT,826
U100264,NG,125.89,CARD_PRESENT,2140
U100265,IN,100.6,CARD_PRESENT,280
U100266,IN,152.66,UPI_WALLET,751
U100267,IN,150.0,CARD_PRESENT,2229
U100268,IN,42.63,CARD_PRESENT,334
U100269,IN,13.91,CARD_PRESENT,1252
U100270,IN,40.59,CARD_NOT_PRESENT,852
U100271,IN,38.63,UPI_WALLET,252
U100272,IN,90.19,UPI_WALLET,590
U100273,US,89.41,CARD_NOT_PRESENT,1337
U100274,US,74.72,WIRE_TRANSFER,1577
U100275,IN,116.53,CARD_NOT_PRESENT,1688
U100276,IN,350.63,UPI_WALLET,329
U100277,IN,73.59,CARD_NOT_PRESENT,800
U100278,SG,102.73,CARD_PRESENT,261
U100279,SG,85.76,UPI_WALLET,24
U100280,IN,56.49,CARD_NOT_PRESENT,976
U100281,IN,126.65,UPI_WALLET,1554
U100282,IN,71.09,CARD_PRESENT,927
U100283,IN,48.12,CARD_NOT_PRESENT,101
U100284,US,50.8,UPI_WALLET,550
U100285,IN,156.17,CARD_PRESENT,1082
U100286,IN,124.62,CARD_PRESENT,890
U100287,IN,61.07,CARD_PRESENT,2062
U100288,IN,115.28,CARD_NOT_PRESENT,1495
U100289,IN,86.45,UPI_WALLET,2497
U100290,AE,103.91,CARD_NOT_PRESENT,439
U100291,IN,55.43,WIRE_TRANSFER,926
U100292,NG,39.56,CARD_NOT_PRESENT,219
U100293,IN,70.81,CARD_NOT_PRESENT,51
U100294,AE,44.8,CARD_PRESENT,2310
U100295,SG,42.37,CARD_PRESENT,1232
U100296,RU,29.7,UPI_WALLET,1649
U100297,AE,14.0,CARD_PRESENT,691
U100298,GB,61.85,CARD_PRESENT,129
U100299,US,174.98,UPI_WALLET,2232
U100300,GB,148.14,CARD_NOT_PRESENT,1646
U100301,IN,230.95,CARD_PRESENT,1779
U100302,IN,41.02,UPI_WALLET,1333
U100303,IN,132.0,CARD_NOT_PRESENT,1011
U100304,SG,79.01,UPI_WALLET,1056
U100305,IN,50.87,UPI_WALLET,1905
U100306,IN,162.42,CARD_PRESENT,568
U100307,US,79.56,CARD_PRESENT,853
U100308,IN,21.03,CARD_PRESENT,769
U100309,IN,147.13,UPI_WALLET,1304
U100310,IN,110.13,CARD_NOT_PRESENT,2419
U100311,IN,93.69,UPI_WALLET,2307
U100312,IN,35.11,CARD_NOT_PRESENT,1362
U100313,IN,101.14,CARD_PRESENT,501
U100314,IN,211.32,CARD_PRESENT,2351
U100315,IN,108.13,CARD_PRESENT,783
U100316,IN,26.44,CARD_NOT_PRESENT,891
U100317,US,113.6,CARD_NOT_PRESENT,2214
U100318,IN,108.88,WIRE_TRANSFER,659
U100319,NG,139.01,CARD_PRESENT,1155
U100320,NG,106.88,UPI_WALLET,2292
U100321,IN,42.48,CARD_PRESENT,795
U100322,IN,90.31,UPI_WALLET,1561
U100323,IN,71.67,CARD_PRESENT,94
U100324,AE,97.69,UPI_WALLET,2489
U100325,US,166.22,CARD_PRESENT,1047
U100326,AE,53.38,CARD_PRESENT,1676
U100327,IN,252.97,CARD_NOT_PRESENT,1252
U100328,US,113.11,CARD_NOT_PRESENT,1085
U100329,IN,147.66,CARD_NOT_PRESENT,1016
U100330,GB,135.15,CARD_PRESENT,45
U100331,IN,110.14,WIRE_TRANSFER,694
U100332,US,123.74,CARD_PRESENT,952
U100333,SG,6.32,CARD_NOT_PRESENT,923
U100334,IN,134.99,UPI_WALLET,684
U100335,US,44.99,UPI_WALLET,1606
U100336,IN,82.85,CARD_PRESENT,2073
U100337,GB,109.63,CARD_NOT_PRESENT,2228
U100338,IN,170.97,CARD_PRESENT,2430
U100339,NG,45.0,CARD_NOT_PRESENT,1624
U100340,IN,62.95,CARD_NOT_PRESENT,1028
U100341,RU,69.11,UPI_WALLET,1615
U100342,AE,98.48,UPI_WALLET,331
U100343,US,72.13,CARD_PRESENT,2042
U100344,AE,124.1,CARD_PRESENT,1337
U100345,AE,21.7,CARD_NOT_PRESENT,413
U100346,NG,78.42,CARD_NOT_PRESENT,1065
U100347,IN,224.4,CARD_NOT_PRESENT,753
U100348,US,72.26,CARD_NOT_PRESENT,874
U100349,IN,113.39,CARD_NOT_PRESENT,127
U100350,US,154.53,WIRE_TRANSFER,41
U100351,IN,110.99,CARD_NOT_PRESENT,874
U100352,US,267.08,CARD_PRESENT,754
U100353,US,91.74,CARD_PRESENT,2497
U100354,IN,128.14,CARD_NOT_PRESENT,657
U100355,IN,101.21,CARD_PRESENT,823
U100356,GB,196.64,CARD_PRESENT,2288
U100357,AE,65.14,CARD_PRESENT,2149
U100358,IN,280.5,UPI_WALLET,143
U100359,US,54.35,WIRE_TRANSFER,215
U100360,NG,237.84,CARD_NOT_PRESENT,238
U100361,IN,41.2,CARD_PRESENT,1149
U100362,IN,130.82,CARD_NOT_PRESENT,1431
U100363,IN,86.45,CARD_NOT_PRESENT,879
U100364,US,152.5,WIRE_TRANSFER,33
U100365,IN,115.22,CARD_NOT_PRESENT,504
U100366,GB,147.28,UPI_WALLET,1536
U100367,US,40.14,WIRE_TRANSFER,931
U100368,IN,24.84,CARD_NOT_PRESENT,309
U100369,SG,35.4,CARD_PRESENT,1628
U100370,GB,34.73,CARD_NOT_PRESENT,1533
U100371,IN,39.78,CARD_NOT_PRESENT,1226
U100372,IN,57.0,CARD_NOT_PRESENT,2350
U100373,IN,56.64,WIRE_TRANSFER,2110
U100374,IN,87.84,CARD_PRESENT,100
U100375,IN,47.4,CARD_NOT_PRESENT,2262
U100376,NG,50.19,CARD_PRESENT,124
U100377,IN,75.3,CARD_PRESENT,1205
U100378,IN,165.93,CARD_NOT_PRESENT,2254
U100379,GB,64.35,UPI_WALLET,2454
U100380,US,83.95,CARD_NOT_PRESENT,57
U100381,NG,93.41,CARD_PRESENT,180
U100382,AE,43.27,CARD_PRESENT,603
U100383,IN,68.82,CARD_NOT_PRESENT,691
U100384,IN,53.12,CARD_NOT_PRESENT,699
U100385,BR,156.07,UPI_WALLET,1042
U100386,GB,147.99,CARD_NOT_PRESENT,797
U100387,RU,49.31,UPI_WALLET,1457
U100388,IN,82.86,UPI_WALLET,2135
U100389,SG,128.21,CARD_NOT_PRESENT,1365
U100390,US,107.1,CARD_NOT_PRESENT,830
U100391,IN,114.75,UPI_WALLET,1420
U100392,US,43.46,WIRE_TRANSFER,1551
U100393,US,232.45,CARD_NOT_PRESENT,2240
U100394,IN,56.21,CARD_NOT_PRESENT,2368
U100395,IN,55.08,CARD_NOT_PRESENT,694
U100396,AE,32.23,UPI_WALLET,2295
U100397,IN,77.57,WIRE_TRANSFER,2042
U100398,IN,177.11,WIRE_TRANSFER,321
U100399,IN,106.39,CARD_PRESENT,1395
U100400,IN,81.78,CARD_PRESENT,381
U100401,NG,141.18,UPI_WALLET,1226
U100402,AE,174.35,CARD_NOT_PRESENT,112
U100403,IN,147.78,WIRE_TRANSFER,749
U100404,BR,19.58,CARD_PRESENT,1470
U100405,SG,141.95,UPI_WALLET,760
U100406,IN,117.72,UPI_WALLET,26
U100407,AE,48.52,CARD_PRESENT,971
U100408,IN,118.04,CARD_PRESENT,1353
U100409,BR,177.34,UPI_WALLET,1909
U100410,US,57.99,CARD_PRESENT,341
U100411,US,154.52,UPI_WALLET,1192
U100412,IN,107.94,CARD_NOT_PRESENT,497
U100413,SG,8.02,CARD_NOT_PRESENT,385
U100414,IN,85.91,CARD_PRESENT,305
U100415,IN,105.13,WIRE_TRANSFER,1899
U100416,IN,70.74,UPI_WALLET,2298
U100417,GB,110.6,UPI_WALLET,1658
U100418,IN,79.77,UPI_WALLET,946
U100419,NG,315.96,CARD_NOT_PRESENT,2373
U100420,US,67.32,WIRE_TRANSFER,1243
U100421,IN,49.55,CARD_NOT_PRESENT,1324
U100422,IN,149.58,CARD_NOT_PRESENT,1586
U100423,IN,73.43,CARD_PRESENT,1636
U100424,US,82.72,CARD_PRESENT,1230
U100425,AE,77.96,UPI_WALLET,1198
U100426,IN,144.34,CARD_PRESENT,795
U100427,AE,39.55,UPI_WALLET,1702
U100428,IN,154.32,WIRE_TRANSFER,1681
U100429,AE,124.05,CARD_NOT_PRESENT,1090
U100430,NG,253.47,CARD_PRESENT,1780
U100431,GB,99.77,UPI_WALLET,345
U100432,US,41.76,CARD_PRESENT,1041
U100433,AE,100.5,UPI_WALLET,2466
U100434,IN,108.91,CARD_NOT_PRESENT,1834
U100435,IN,187.07,CARD_NOT_PRESENT,1801
U100436,IN,41.68,CARD_NOT_PRESENT,2158
U100437,IN,26.46,CARD_NOT_PRESENT,1521
U100438,GB,101.91,CARD_PRESENT,1656
U100439,US,260.33,CARD_PRESENT,1204
U100440,SG,135.96,CARD_NOT_PRESENT,2065
U100441,IN,141.07,UPI_WALLET,1778
U100442,GB,31.57,CARD_PRESENT,1309
U100443,IN,90.96,CARD_PRESENT,317
U100444,IN,189.3,CARD_PRESENT,2015
U100445,GB,109.76,CARD_NOT_PRESENT,815
U100446,BR,25.04,CARD_PRESENT,898
U100447,US,89.73,UPI_WALLET,312
U100448,IN,129.88,CARD_PRESENT,543
U100449,US,83.22,UPI_WALLET,315
U100450,IN,45.65,CARD_PRESENT,244
U100451,SG,152.5,CARD_NOT_PRESENT,54
U100452,GB,65.43,CARD_PRESENT,737
U100453,IN,116.72,UPI_WALLET,1889
U100454,IN,88.12,WIRE_TRANSFER,2159
U100455,IN,63.68,CARD_PRESENT,569
U100456,BR,278.6,WIRE_TRANSFER,1060
U100457,IN,58.67,CARD_PRESENT,2080
U100458,AE,93.2,CARD_NOT_PRESENT,1767
U100459,US,87.93,UPI_WALLET,2261
U100460,US,100.21,CARD_PRESENT,1051
U100461,IN,265.82,CARD_NOT_PRESENT,422
U100462,NG,129.99,CARD_PRESENT,358
U100463,IN,63.24,UPI_WALLET,1772
U100464,US,215.64,CARD_NOT_PRESENT,66
U100465,US,144.76,UPI_WALLET,1151
U100466,US,64.13,CARD_PRESENT,883
U100467,NG,195.24,WIRE_TRANSFER,2297
U100468,IN,31.3,CARD_PRESENT,2495
U100469,IN,38.31,CARD_NOT_PRESENT,1211
U100470,IN,23.7,CARD_PRESENT,1450
U100471,IN,16.04,CARD_PRESENT,947
U100472,IN,186.53,CARD_PRESENT,1942
U100473,IN,101.06,UPI_WALLET,737
U100474,IN,25.53,CARD_PRESENT,1861
U100475,IN,86.37,CARD_NOT_PRESENT,2259
U100476,IN,157.59,WIRE_TRANSFER,430
U100477,US,51.32,CARD_PRESENT,566
U100478,US,70.75,CARD_PRESENT,946
U100479,IN,286.81,CARD_PRESENT,2069
U100480,IN,75.38,CARD_PRESENT,1602
U100481,IN,27.26,CARD_NOT_PRESENT,486
U100482,US,60.49,UPI_WALLET,920
U100483,IN,24.13,CARD_PRESENT,1608
U100484,IN,136.98,CARD_PRESENT,2411
U100485,IN,46.05,CARD_NOT_PRESENT,1128
U100486,IN,44.95,CARD_PRESENT,187
U100487,IN,303.14,CARD_NOT_PRESENT,262
U100488,US,35.1,WIRE_TRANSFER,72
U100489,US,30.29,CARD_PRESENT,315
U100490,GB,39.87,CARD_NOT_PRESENT,1031
U100491,US,160.78,UPI_WALLET,704
U100492,US,125.43,UPI_WALLET,753
U100493,IN,59.92,UPI_WALLET,1916
U100494,AE,55.99,UPI_WALLET,1193
U100495,IN,119.16,CARD_NOT_PRESENT,1822
U100496,IN,103.68,CARD_NOT_PRESENT,1355
U100497,US,78.87,UPI_WALLET,513
U100498,IN,128.3,UPI_WALLET,2370
U100499,IN,37.83,UPI_WALLET,1191
U100500,GB,46.64,CARD_NOT_PRESENT,2090
U100501,SG,132.74,UPI_WALLET,243
U100502,NG,109.41,CARD_PRESENT,2123
U100503,IN,90.59,CARD_PRESENT,1790
U100504,IN,296.44,CARD_PRESENT,625
U100505,AE,147.1,CARD_PRESENT,1983
U100506,IN,61.24,UPI_WALLET,1856
U100507,AE,49.78,CARD_PRESENT,2233
U100508,IN,112.91,UPI_WALLET,525
U100509,IN,186.16,CARD_NOT_PRESENT,2214
U100510,IN,21.23,CARD_PRESENT,1905
U100511,AE,107.5,CARD_PRESENT,845
U100512,IN,69.91,CARD_NOT_PRESENT,876
U100513,IN,101.04,UPI_WALLET,637
U100514,IN,28.58,CARD_NOT_PRESENT,1192
U100515,IN,186.07,CARD_PRESENT,2241
U100516,IN,218.6,CARD_PRESENT,2094
U100517,GB,138.43,CARD_PRESENT,365
U100518,IN,246.75,CARD_PRESENT,329
U100519,AE,67.44,WIRE_TRANSFER,149
U100520,SG,105.8,CARD_PRESENT,1535
U100521,IN,139.78,CARD_PRESENT,786
U100522,IN,113.91,UPI_WALLET,1902
U100523,US,73.77,UPI_WALLET,1900
U100524,IN,79.47,CARD_NOT_PRESENT,495
U100525,IN,206.17,CARD_NOT_PRESENT,1735
U100526,RU,87.45,WIRE_TRANSFER,1911
U100527,BR,179.39,CARD_PRESENT,2467
U100528,GB,84.33,CARD_PRESENT,1806
U100529,IN,178.7,UPI_WALLET,899
U100530,US,94.02,UPI_WALLET,2499
U100531,GB,132.27,WIRE_TRANSFER,690
U100532,IN,54.46,CARD_PRESENT,2013
U100533,US,105.64,WIRE_TRANSFER,946
U100534,IN,55.06,CARD_PRESENT,2337
U100535,IN,66.26,UPI_WALLET,1955
U100536,IN,70.17,UPI_WALLET,1499
U100537,IN,78.52,CARD_PRESENT,536
U100538,IN,165.66,CARD_PRESENT,471
U100539,AE,64.44,CARD_NOT_PRESENT,2369
U100540,BR,98.44,UPI_WALLET,2004
U100541,US,179.06,CARD_PRESENT,1281
U100542,AE,130.47,UPI_WALLET,2193
U100543,BR,21.6,CARD_PRESENT,1958
U100544,IN,27.96,CARD_NOT_PRESENT,969
U100545,IN,115.33,CARD_PRESENT,2068
U100546,IN,62.11,WIRE_TRANSFER,1990
U100547,IN,24.95,CARD_PRESENT,1197
U100548,GB,58.88,CARD_NOT_PRESENT,49
U100549,IN,118.21,CARD_PRESENT,1853
U100550,IN,69.61,WIRE_TRANSFER,849
U100551,IN,92.1,UPI_WALLET,912
U100552,IN,74.12,CARD_PRESENT,1784
U100553,SG,53.04,CARD_PRESENT,2027
U100554,IN,104.27,CARD_NOT_PRESENT,220
U100555,IN,22.88,CARD_NOT_PRESENT,2059
U100556,IN,48.18,UPI_WALLET,732
U100557,IN,146.74,CARD_NOT_PRESENT,1415
U100558,US,28.67,CARD_NOT_PRESENT,2171
U100559,IN,88.96,UPI_WALLET,546
U100560,IN,65.77,CARD_NOT_PRESENT,553
U100561,IN,61.36,CARD_PRESENT,2425
U100562,AE,155.86,CARD_PRESENT,933
U100563,US,175.76,CARD_PRESENT,2367
U100564,US,39.8,CARD_NOT_PRESENT,893
U100565,US,78.97,CARD_PRESENT,1549
U100566,GB,18.21,CARD_NOT_PRESENT,1276
